wkt_geom,DEPOSIT_NA,CRITICAL_M,DEPOSIT_TY,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL
Point (11.94555599970965432 57.66361099994776396),Högsbo,Beryllium,Pegmatite,57.663611,11.945556,Sweden,
Point (13.93333300041769007 59.98333300011790925),Klintberget,Beryllium,Pegmatite,59.983333,13.933333,Sweden,
Point (14.25944399974082444 59.85361100024749703),Långban,Beryllium,Pegmatite,59.853611,14.259444,Sweden,
Point (17.79999999960034529 58.93333300041769007),Stora Vika,Beryllium,Pegmatite,58.933333,17.8,Sweden,
Point (18.06861100029749423 59.32944400014054054),Stockholm area,Beryllium,Pegmatite,59.329444,18.068611,Sweden,
Point (18.18310000006499649 58.93309999956539968),Rånö,Beryllium,Pegmatite,58.9331,18.1831,Sweden,
Point (18.26666700018193978 59.49999999990012611),Norrö,Beryllium,Pegmatite,59.5,18.266667,Sweden,
Point (18.31666700008202042 58.96666699978226234),Utö,Beryllium; Lithium,Pegmatite,58.966667,18.316667,Sweden,
Point (18.33333299971820907 58.98333300031777071),Nyköping,Beryllium,Pegmatite,58.983333,18.333333,Sweden,
Point (18.35333300021784453 59.42666699958243726),Ytterby,Beryllium,Pegmatite,59.426667,18.353333,Sweden,
Point (20.74111100017256604 64.80083299984312362),Varuträsk,Beryllium; Lithium,Pegmatite,64.800833,20.741111,Sweden,
Point (8.49000000039973202 46.62000000009999212),Blauberg,Beryllium,Non-pegmatite,46.62,8.49,Switzerland,
Point (8.73333300001797852 46.76666699988220444),Griesserental,Beryllium,Non-pegmatite,46.766667,8.733333,Switzerland,
Point (74.25388899957772537 38.47305599993450187),Rangkul',Beryllium,Pegmatite,38.473056,74.253889,Tajikistan,
Point (98.39830000024488754 7.88999999980018174),Phuket Island,Beryllium,Non-pegmatite,7.89,98.3983,Thailand,
Point (98.5000000001999183 8.58333300031773661),Khao Kata Kwham,Beryllium,Non-pegmatite,8.583333,98.5,Thailand,
Point (27.89444000000605683 51.39806000036878686),Perga,Beryllium,Non-pegmatite,51.39806,27.89444,Ukraine,
Point (28.49999999980019538 50.99999999980019538),Korosten pluton,Beryllium,Pegmatite,51,28.5,Ukraine,
Point (-167.14333299961822377 65.53694399996567199),Seward Peninsula,Beryllium,Skarn and Greisen-Hosted Be-F,65.536944,-167.143333,United States of America,Alaska
Point (-120.65305600043404866 48.52416699960741653),Golden Horn batholith,Beryllium,Pegmatite,48.524167,-120.653056,United States of America,Washington
Point (-119.47722000020280575 38.86499999995010057),Oreana,Beryllium,Non-pegmatite,38.865,-119.47722,United States of America,Nevada
Point (-119.37777800005460449 38.58888899962767027),Steamboat Springs,Beryllium,Pegmatite,38.588889,-119.377778,United States of America,Nevada
Point (-119.11681760035196476 38.67769310005655825),Mount Wheeler,Beryllium,Veins,38.6776931,-119.1168176,United States of America,Nevada
Point (-118.13611100012252564 37.37444399959093744),Birch Creek,Beryllium,Non-pegmatite,37.374444,-118.136111,United States of America,California
Point (-117.48333300011785241 40.95000000009997621),Golconda,Beryllium,Pegmatite,40.95,-117.483333,United States of America,Nevada
Point (-117.05138900000230251 33.38749999992512585),Pala Chief Mine,Beryllium,Pegmatite,33.3875,-117.051389,United States of America,California
Point (-116.96472199992030028 33.29305600003442578),Mesa Mountain,Beryllium,Pegmatite,33.293056,-116.964722,United States of America,California
Point (-116.9583330002677144 33.28805599968467277),Rincon Mountain,Beryllium,Pegmatite,33.288056,-116.958333,United States of America,California
Point (-116.93777800025446822 33.25777800005471363),Clark Extension,Beryllium,Pegmatite,33.257778,-116.937778,United States of America,California
Point (-116.7977780003544126 33.21194399981578727),Himalaya,Beryllium,Pegmatite,33.211944,-116.797778,United States of America,California
Point (-115.89138899980247288 43.91277799980491636),Sawtooth,Beryllium,Pegmatite,43.912778,-115.891389,United States of America,Idaho
Point (-115.18008199958455862 35.60289300031178072),McCullough Butte,Beryllium,Carbonate-hosted Be,35.602893,-115.180082,United States of America,Nevada
Point (-114.98111099977279537 43.95277799990481071),Alphabet Group Prospect,Beryllium,Pegmatite,43.952778,-114.981111,United States of America,Idaho
Point (-113.94999999970019644 34.8833329999180819),Magnet Cove,Beryllium,Pegmatite,34.883333,-113.95,United States of America,Arizona
Point (-113.79833299956823112 40.11833300006793479),Rodenhouse Wash,Beryllium,Pegmatite/granite Be,40.118333,-113.798333,United States of America,Utah
Point (-113.79000000019982508 40.16138899990249911),Gold Hill,Beryllium,Veins,40.161389,-113.79,United States of America,Utah
Point (-113.58694399996556967 39.70583299999299243),Honeycomb Hills,Beryllium,Non-pegmatite,39.705833,-113.586944,United States of America,Utah
Point (-113.15416700010695195 34.62944400004062118),Tungstona mine,Beryllium,Non-pegmatite,34.629444,-113.154167,United States of America,Arizona
Point (-113.03444399999057168 34.68722199979549714),Black Pearl mine,Beryllium,Non-pegmatite,34.687222,-113.034444,United States of America,Arizona
Point (-112.71583300029271868 38.43944400034041564),Wah-Wah,Beryllium,Non-pegmatite,38.439444,-112.715833,United States of America,Utah
Point (-112.508611000397309 39.93777799965499753),Sheeprock,Beryllium,Skarn and Greisen-Hosted Be-F,39.937778,-112.508611,United States of America,Utah
Point (-107.74559589983090291 33.47979010013307288),Black Mountains,Beryllium,Non-pegmatite,33.4797901,-107.7455959,United States of America,New Mexico
Point (-107.66450570007793885 37.81194100037691896),Silverton,Beryllium,Non-pegmatite,37.811941,-107.6645057,United States of America,Colorado
Point (-107.6369440001654425 33.46972200007030551),Iron Mountain,Beryllium,Carbonate-hosted Be,33.469722,-107.636944,United States of America,New Mexico
Point (-107.5955559999094362 33.56194400001561462),Apache Warm Springs,Beryllium,Volcanogenic-hosted Be,33.561944,-107.595556,United States of America,New Mexico
Point (-106.62555600040906256 38.54166700013200852),Brown Derby,Beryllium,Pegmatite,38.541667,-106.625556,United States of America,Colorado
Point (-106.24694400006552542 38.67388900017726883),Mount Antero,Beryllium,Non-pegmatite,38.673889,-106.246944,United States of America,Colorado
Point (-105.79482193728256334 36.19264771462036379),Harding,Beryllium; Lithium,Pegmatite,36.19264771,-105.7948219,United States of America,New Mexico
Point (-105.59527800007958831 38.79305599983456432),Meyers Ranch,Beryllium,Pegmatite,38.793056,-105.595278,United States of America,Colorado
Point (-105.52500000034967798 32.04944400034037244),Cornudas Mountain,Beryllium,Non-pegmatite,32.049444,-105.525,United States of America,New Mexico
Point (-105.51527799987974277 32.02527800017963955),Wind Mountain,Beryllium,Pegmatite,32.025278,-105.515278,United States of America,New Mexico
Point (-105.45166700003198912 31.28749999962531092),Sierra Blanca,Beryllium,Carbonate-hosted Be,31.2875,-105.451667,United States of America,Texas
Point (-105.44833300006786203 39.07638899955276202),Boomer mine,Beryllium,Skarn and Greisen-Hosted Be-F,39.076389,-105.448333,United States of America,Colorado
Point (-105.41777800025448641 39.09916699955743979),Redskin Granite,Beryllium,Non-pegmatite,39.099167,-105.417778,United States of America,Colorado
Point (-105.2175000004246499 39.33694400016554482),Big Bertha,Beryllium,Pegmatite,39.336944,-105.2175,United States of America,Colorado
Point (-105.21138900010225825 39.38138900020226174),Twin Cedars,Beryllium,Pegmatite,39.381389,-105.211389,United States of America,Colorado
Point (-104.91910000016486038 35.98670000010497461),Pidlite,Beryllium,Pegmatite,35.9867,-104.9191,United States of America,New Mexico
Point (-104.91416700020687358 38.81750000022486802),Pikes Peak,Beryllium,Pegmatite,38.8175,-104.914167,United States of America,Colorado
Point (-104.91111099957294073 38.74749999982520876),St. Peter's Dome,Beryllium,Pegmatite,38.7475,-104.911111,United States of America,Colorado
Point (-103.66944399964086188 43.71555599970969297),Tip Top,Beryllium,Pegmatite,43.715556,-103.669444,United States of America,South Dakota
Point (-103.61249999967520807 43.7275000001249623),Roosevelt pegmatite,Beryllium,Pegmatite,43.7275,-103.6125,United States of America,South Dakota
Point (-103.44166699973220602 43.89444399969090682),Dan Patch,Beryllium,Pegmatite,43.894444,-103.441667,United States of America,South Dakota
Point (-103.42500000004991989 43.87111100017256149),Hugo,Beryllium,Pegmatite,43.871111,-103.425,United States of America,South Dakota
Point (-103.41944400014045868 43.89027800002975255),Peerless,Beryllium,Pegmatite,43.890278,-103.419444,United States of America,South Dakota
Point (-103.41888899972752824 43.88055599955976049),Etta,Beryllium,Pegmatite,43.880556,-103.418889,United States of America,South Dakota
Point (-98.55539999981010624 30.70619999983017578),Barringer Hill,Beryllium,Pegmatite,30.7062,-98.5554,United States of America,Texas
Point (-98.22809999961526728 30.75810000011495049),Llano County,Beryllium,Pegmatite,30.7581,-98.2281,United States of America,Texas
Point (-82.27888900042700016 35.88583299989306852),Hurricane Mountain,Beryllium,Pegmatite,35.885833,-82.278889,United States of America,North Carolina
Point (-82.21305599973453582 35.80527800017961226),South Toe River,Beryllium,Pegmatite,35.805278,-82.213056,United States of America,North Carolina
Point (-82.17361100004757191 35.8355559998095714),Gaston McDowell,Beryllium,Pegmatite,35.835556,-82.173611,United States of America,North Carolina
Point (-82.06666700018189431 35.91666699998211243),McKinney,Beryllium,Pegmatite,35.916667,-82.066667,United States of America,North Carolina
Point (-82.06666700018189431 35.91666699998211243),Wiseman,Beryllium,Pegmatite,35.916667,-82.066667,United States of America,North Carolina
Point (-82.05694399966580477 35.88222199974552495),Brush Creek Mountain,Beryllium,Pegmatite,35.882222,-82.056944,United States of America,North Carolina
Point (-82.01083300014278166 36.05972199957068369),Plumtree,Beryllium,Pegmatite,36.059722,-82.010833,United States of America,North Carolina
Point (-81.31010600039155634 35.33794200022316545),Bessemer City,Beryllium,Pegmatite,35.337942,-81.310106,United States of America,North Carolina
Point (-81.08333300001788757 35.9000000002998263),Hiddenite,Beryllium,Non-pegmatite,35.9,-81.083333,United States of America,North Carolina
Point (-74.58743757098704918 41.11566875021270562),Franklin,Beryllium; Gallium,Pegmatite; Ga in Clastic-dominated Pb-Zn,41.11566875,-74.58743757,United States of America,New Jersey
Point (-73.51638899995236898 41.29305600023428724),Ridgefield,Beryllium,Pegmatite,41.293056,-73.516389,United States of America,Connecticut
Point (-73.40944400004053705 41.48249999957539558),Brookfield,Beryllium,Pegmatite,41.4825,-73.409444,United States of America,Connecticut
Point (-73.39500000034968252 41.45111099997274096),Danbury line,Beryllium,Pegmatite,41.451111,-73.395,United States of America,Connecticut
Point (-73.35055600035906309 41.3541669999071928),Biermann,Beryllium,Pegmatite,41.354167,-73.350556,United States of America,Connecticut
Point (-73.18472199982039683 41.36583300009294817),East Village pegmatite,Beryllium,Pegmatite,41.365833,-73.184722,United States of America,Connecticut
Point (-71.79290000023479479 43.61149999992511539),Smith-Bullock,Beryllium,Pegmatite,43.6115,-71.7929,United States of America,New Hampshire
Point (-70.72361100044724935 44.54416700000712126),Crooker pegmatite,Beryllium,Pegmatite,44.544167,-70.723611,United States of America,Maine
Point (-70.72305600003431891 44.54277799980491181),Dunton Gem Quarry,Beryllium,Pegmatite,44.542778,-70.723056,United States of America,Maine
Point (-70.72111100027240127 44.54444400019053774),Newry,Beryllium,Pegmatite,44.544444,-70.721111,United States of America,Maine
Point (-70.62079999962026022 42.65560000043973332),Rockport,Beryllium,Pegmatite,42.6556,-70.6208,United States of America,Massachusetts
Point (-70.47330822259635852 44.26919653609132865),Mount Mica,Beryllium; Lithium,Pegmatite,44.26919654,-70.47330822,United States of America,Maine
Point (-69.24000000019981371 44.12030000004500607),Peg Claims,Beryllium,Pegmatite,44.1203,-69.24,United States of America,Maine
Point (28.19333299961829198 -12.82805600008430247),Kafubu,Beryllium,Non-pegmatite,-12.828056,28.193333,Zambia,
Point (29.28280999958184339 -20.5398099997316308),Filabusi,Beryllium,Non-pegmatite,-20.53981,29.28281,Zimbabwe,
Point (29.93333199987193893 -20.9166680001280838),Mweza,Beryllium,Non-pegmatite,-20.916668,29.933332,Zimbabwe,
Point (30.83277999959733506 -20.07443999960622705),Fort Victoria,Beryllium,Non-pegmatite,-20.07444,30.83278,Zimbabwe,
Point (31.02972200027016925 -17.86388900037701433),Harare,Beryllium,Pegmatite,-17.863889,31.029722,Zimbabwe,
Point (121.64899999955036947 -31.63599999970017507),Kambalda,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-31.636,121.649,Australia,
Point (120.53300000044976059 -27.71299999995000007),Mount Keith,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-27.713,120.533,Australia,
Point (128.02199999980018674 -17.35300000014984789),Savannah,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-17.353,128.022,Australia,
Point (-50.07499999965023108 -16.10299999994998643),Americano do Brasil,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-16.103,-50.075,Brazil,
Point (-48.49899999985007071 -20.99700000034971481),Fortaleza de Minas,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-20.997,-48.499,Brazil,
Point (-39.72499999965020834 -14.18500000014984153),Santa Rita,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-14.185,-39.725,Brazil,
Point (-78.44200000029974262 48.64899999975023093),Dumont,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,48.649,-78.442,Canada,
Point (-96.96700000014982379 62.91700000004999538),Ferguson Lake,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,62.917,-96.967,Canada,
Point (-95.43300000004990125 50.46699999975021456),Makwa,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,50.467,-95.433,Canada,
Point (-73.25999999990006017 61.57400000000006912),Nunavik,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,61.574,-73.26,Canada,
Point (-74.2910000002497668 61.59300000024984456),Raglan,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,61.593,-74.291,Canada,
Point (-81.83300000024979681 46.35000000009995347),Shakespeare,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit,46.35,-81.833,Canada,
Point (-81.38300000024975134 46.63299999975026822),Sudbury Complex,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Sudbury,46.633,-81.383,Canada,
Point (-98.81400000019982599 53.76099999975025412),Thompson,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,53.761,-98.814,Canada,
Point (-128.82800000039964061 58.47600000039977886),Turnagain,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,58.476,-128.828,Canada,
Point (-73.56999999999993634 45.49899999975025366),Voisey's Bay,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,45.499,-73.57,Canada,
Point (-139.50200000039967563 60.75000000009998757),Wellgreen,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,60.75,-139.502,Canada,
Point (102.16699999985019076 38.46700000034979894),Jinchuan,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit,38.467,102.167,China,
Point (102.00000000039977976 30.66699999975026003),Yangliuping,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit,30.667,102,China,
Point (25.05099999975021774 63.84200000000004138),Hitura,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Synorogenic,63.842,25.051,Finland,
Point (29.96700000024986821 67.69999999970025328),Kevitsa,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Atypical; pipe-like ore bodies,67.7,29.967,Finland,
Point (27.68100000024986684 62.52200000029984039),Kotalahti,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,62.522,27.681,Finland,
Point (28.76999999980017719 62.04499999985017666),Laukunkangas,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,62.045,28.77,Finland,
Point (24.9029999996503193 61.33199999980018902),Stormi,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,61.332,24.903,Finland,
Point (16.94399999980021221 68.33200000019991194),Bruvann,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,68.332,16.944,Norway,
Point (9.65799999990014157 61.34400000009998166),Stormyra,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,61.344,9.658,Norway,
Point (10.04599999970025692 60.07000000019991148),Ertelien,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,60.07,10.046,Norway,
Point (7.8709999995504063 58.59800000029980538),Flåt,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,58.598,7.871,Norway,
Point (32.81999999980018856 67.94000000029984676),NKT,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,67.94,32.82,Russia,
Point (29.73700000034978075 69.33200000000005048),Pechenga,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,69.332,29.737,Russia,
Point (32.81999999980018856 67.8799999997002601),Sopchuaivench,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,67.88,32.82,Russia,
Point (30.50000000029984903 -25.66699999965021561),Nkomati,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-25.667,30.5,South Africa,
Point (-6.18300000034969344 37.85000000000007958),Aguablanca,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Synorogenic,37.85,-6.183,Spain,
Point (30.58300000034978439 -2.86700000024978863),Kabanga,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit,-2.867,30.583,Tanzania,
Point (-87.89500000014987791 46.7479999997002551),Eagle,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,46.748,-87.895,United States of America,Michigan
Point (-91.88299999995001599 47.63200000019992331),Mesaba,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,47.632,-91.883,United States of America,Minnesota
Point (-91.96700000024975452 47.60000000029981493),Northmet,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,47.6,-91.967,United States of America,Minnesota
Point (-91.75599999970017961 47.80100000014994066),Twin Metals,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,47.801,-91.756,United States of America,Minnesota
Point (28.00100000014992929 -15.9970000004495887),Munali,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-15.997,28.001,Zambia,
Point (131.07899999995015605 -13.0679999999000529),Browns,Cobalt,Stratiform sediment-hosted Cu-Co,-13.068,131.079,Australia,
Point (137.16700000005005222 -31.09999999980010443),Emmie Bluff,Cobalt,Stratiform sediment-hosted Cu-Co,-31.1,137.167,Australia,
Point (137.25000000010004442 -31.44999999999993179),Mount Gunson,Cobalt,Stratiform sediment-hosted Cu-Co,-31.45,137.25,Australia,
Point (141.20000000029983767 -32.11700000024978863),Pyrite Hill-Big Hill,Cobalt,Stratiform sediment-hosted Cu-Co,-32.117,141.2,Australia,
Point (137.16000000010001258 -31.30000000029974672),Windabout,Cobalt,Stratiform sediment-hosted Cu-Co,-31.3,137.16,Australia,
